uid,whisper_transcripts,gt_transcripts
LJ042-0183," As a result, he thought it would be, quote, necessary to oppose the old systems, but at the same time support their cherished traditions.""","as a result he thought it would be, quote, necessary to oppose the old systems but at the same time support their cherished traditions, end quote.
"
LJ012-0090, He went out next morning with the booty when the doors were reopened and attracted no attention.,"he went out next morning with the booty when the doors were re-opened, and attracted no attention.
"
LJ001-0074," The best, mostly French or low country, was neat and clear, but without any distinction.","the best, mostly french or low-country, was neat and clear, but without any distinction;
"
LJ035-0098," He was certain that both elevators, which occupy the same shaft, were on the fifth floor.","he was certain that both elevators, which occupy the same shaft, were on the fifth floor.
"
LJ011-0161," This purported to be from the medical attendant of Mr. Turner, written at Shreway Mr. Turner's place of residence.","this purported to be from the medical attendant of mister turner, written at shrigley, mister turner's place of residence;
"
LJ011-0067," A report was more over widely circulated, and the impression long prevailed that he actually escaped death.","a report was, moreover, widely circulated, and the impression long prevailed, that he actually escaped death.
"
LJ010-0285, invariably went out in a cab for which he always paid the same fare.,"invariably went out in a cab, for which he always paid the same fare,
"
LJ013-0043," This person made much of Wallace, encouraged his attentions to his daughter.","this person made much of wallace, encouraged his attentions to his daughter,
"
LJ038-0243," and twelve, nineteen sixty-three, and most probably on either March nine or March ten.","and twelve, nineteen sixty-three, and most probably on either march nine or march ten.
"
LJ013-0257," They were seen together on Barnes Common and again in Puthni Park Lane, where they were talking loud and angrily.","they were seen together on barnes common, and again in putney park lane, where they were talking loud and angrily.
"
LJ003-0193," Once, during the long illness of George III, as many as one hundred were there, waiting the report as it was called.","once, during the long illness of george the third, as many as one hundred were there waiting the ""report,"" as it was called.
"
LJ037-0035," He testified that the picture of Oswald, which he saw later on television, bore a resemblance to the man who shot Officer Tippett.","he testified that the picture of oswald which he saw later on television bore a resemblance to the man who shot officer tippit.
"
LJ024-0015, or those who would subsequently reach the age of seventy.,"or those who would subsequently reach the age of seventy.
"
LJ002-0285, and was so unfit to sleep on that it had not been used for many years so that the men and women associated together indiscriminately.,"and was so unfit to sleep on that it had not been used for many years, so that the men and women associated together indiscriminately.
"
LJ003-0173," He continued the ancient practice of letting out a portion of his own house, and by a poetical fiction treated it as an annex of the state's side.","he continued the ancient practice of letting out a portion of his own house, and by a poetical fiction treated it as an annex of the state side.
"
LJ037-0260, that he was seen running along Jefferson Boulevard. That a jacket was found under a car in a lot of joining Jefferson Boulevard.,"that he was seen running along jefferson boulevard, that a jacket was found under a car in a lot adjoining jefferson boulevard
"
LJ014-0312, His method was to obtain advances twice over on the same bills of lading or corn warrants. The duplicates were forged.,"his method was to obtain advances twice over on the same bills of lading or corn warrants. the duplicates were forged.
"
LJ040-0124, This continued despite the efforts of the school authorities and to a lesser extent of his mother to have him return to school.,"this continued despite the efforts of the school authorities and, to a lesser extent, of his mother to have him return to school.
"
LJ011-0018," The crime, long carried on without detection, was first discovered in eighteen twenty.","the crime, long carried on without detection, was first discovered in eighteen twenty,
"
LJ026-0155, and later is absorbed from the blood and lymph by all the living cells.,"and later is absorbed from the blood and lymph by all the living cells.
"
LJ038-0276," in explaining the difference between his policy and that of the FBI on the matter of probable identification."" Nichol said, quote,","in explaining the difference between his policy and that of the fbi on the matter of probable identification, nicol said, quote,
"
LJ044-0168, During this period Oswald may have practiced opening and closing the bolt on his rifle in a screened porch in his apartment.,"during this period oswald may have practiced opening and closing the bolt on his rifle in a screened porch in his apartment.
"
LJ045-0076, The letter fell into Oswald's hands when it was returned to his post office box.,"the letter fell into oswald's hands when it was returned to his post office box
"
LJ046-0155," under the name of the individual or group of individuals to whom that material related.""","under the name of the individual or group of individuals to whom that material related. end quote.
"
LJ002-0167," Quote to Case, which came within his own knowledge of a boy, sent to prison for non-payment of one penny.","quotes a case which came within his own knowledge of a boy sent to prison for non-payment of one penny.
"
LJ028-0395," It was a low rampart, enclosing a wide space, landed with trees of every sort, in which all kinds of beasts were shut up.","it was a low rampart, enclosing a wide space planted with trees of every sort, in which all kinds of beasts were shut up;
"
LJ001-0075," worst, which perhaps was the English, was a terrible falling off from the work of the earlier presses.","the worst, which perhaps was the english, was a terrible falling-off from the work of the earlier presses;
"
LJ004-0100," and infirmary consisting of two distinct rooms, one for males and one for females, should be provided for the separate accommodation of the sick.","an infirmary, consisting of two distinct rooms, one for males and one for females, should be provided for the separate accommodation of the sick.
"
LJ014-0096," And at their request, two police officers were sent to Bermansy to inquire for him at the mannings, with whom it was well known that he was very intimate.","and at their request two police officers were sent to bermondsey to inquire for him at the mannings, with whom it was well known that he was very intimate.
"
LJ046-0125," Robert I. Book, Special Agent in Charge of","robert i. bouck, special agent in charge of prs,
"
LJ005-0293," In these places, the prisoners are often without a proper supply of air and light. Frequently, the jails are mirrored dungeons under the town hall.","in these places the prisoners are often without a proper supply of air and light; frequently the jails are mere dungeons under the town hall.
"
LJ011-0144, but Mr. Joseph Hume pressed the government hard and obtained an assurance that the men should not be executed.,"but mister joseph hume pressed the government hard, and obtained an assurance that the men should not be executed.
"
LJ011-0054, A very curious and in its way amusing circumstance in connection with this case was the offer of a certain Italian.,"a very curious and, in its way, amusing circumstance in connection with this case was the offer of a certain italian,
"
LJ010-0297, but there were other notorious cases of forgery.,"but there were other notorious cases of forgery.
"
LJ038-0283," without going so far as to say to the exclusion of all other guns. This I could not do.""","without going so far as to say to the exclusion of all other guns. this i could not do, end quote.
"
LJ028-0177," However, they teach us that in those early days when most cities were surrounded by enormous walls,","however, they teach us that in those early days when most cities were surrounded by enormous walls,
"
LJ018-0197," and Bichwell offender in his own particular line, one who would stick at no trifles to evade detection or escape capture.","an habitual offender in his own particular line, one who would stick at no trifles to evade detection or escape capture.
"
LJ026-0143," Probably, foods containing carbon, hydrogen and oxygen are the sources of energy in the higher plants as in animals.","probably foods containing carbon, hydrogen and oxygen are the sources of energy in the higher plants as in animals.
"
LJ048-0116," Agent Lawson was not given written instructions concerning the Dallas trip, or advice about any peculiar problems which it might involve.","agent lawson was not given written instructions concerning the dallas trip or advice about any peculiar problems which it might involve;
"
LJ029-0075," Accordingly, it was important to determine the lunch and site as quickly as possible, so that security could be established at the site and the motorcade route selected.","accordingly, it was important to determine the luncheon site as quickly as possible, so that security could be established at the site and the motorcade route selected.
"
LJ038-0160," He asked me, what were the people gathering around on the corner for? And I told him that the president was supposed to pass that morning.","he asked me what were the people gathering around on the corner for and i told him that the president was supposed to pass that morning,
"
LJ047-0149, The New Orleans Office of the FBI learned that in September Oswald had given a forwarding address of $.,"the new orleans office of the fbi learned that in september oswald had given a forwarding address of two five one five
"
LJ022-0176," Finally, the reestablishment of public confidence in the banks of the nation","finally, the reestablishment of public confidence in the banks of the nation
"
LJ040-0217, Lee had apparently been experiencing similar problems before going to New York.,"lee had apparently been experiencing similar problems before going to new york,
"
LJ038-0297, A study of the bus routes indicates that,"a study of the bus routes indicates that
"
LJ008-0164," The most affecting and distressing scene was at Green Arbor Lane, just opposite the debtor's door of the prison.","the most affecting and distressing scene was at green arbor lane, just opposite the debtors' door of the prison.
"
LJ025-0103," of attempting to draw any general distinction between animals and vegetables on this ground. In fact, the difference vanishes with the sunshine","of attempting to draw any general distinction between animals and vegetables on this ground. in fact, the difference vanishes with the sunshine,
"
LJ031-0110, by cutting away the edges of the wound on the front of the governor's chest and securing the damaged long and lacerated muscles.,"by cutting away the edges of the wound on the front of the governor's chest and suturing the damaged lung and lacerated muscles.
"
LJ046-0070," Whatever their purposes, presidential journeys have greatly enlarged and complicated the task of protecting the president.","whatever their purposes presidential journeys have greatly enlarged and complicated the task of protecting the president.
"
LJ013-0004, The most extensive and systematic robberies were planned and carried out so as long to escape detection.,"the most extensive and systematic robberies were planned and carried out so as long to escape detection.
"
LJ022-0185, The answer to this demand was the Federal Reserve System.,"the answer to this demand was the federal reserve system.
"
LJ033-0068, pain testified. Quote.,"misess paine testified, quote,
"
LJ018-0142," By this time, brown, lone heads stolen three or four hundred sheets.","by this time brown alone had stolen three or four hundred sheets,
"
LJ028-0430," The Euphrates flowed through it, but the greater part of the city was on the eastern shore.","the euphrates flowed through it, but the greater part of the city was on the eastern shore.
"
LJ037-0246, The Blue Jacket was found in the Texas School Book Depository and was identified by Marina Oswald as her husband.,"the blue jacket was found in the texas school book depository and was identified by marina oswald as her husband's.
"
LJ016-0340," and CalCraft, who had been threatened with summary retribution if he executed Barrett, carried out the sentence without Miss Hap.","and calcraft, who had been threatened with summary retribution if he executed barrett, carried out the sentence without mishap.
"
LJ039-0177, was greater than from the second to the third shot and required a movement in the basic firing position of the marksman.,"was greater than from the second to the third shot and required a movement in the basic firing position of the marksmen.
"
LJ015-0244," At the same station, Pierce joined Egger in the Guards van, and there were now three to carry on the robbery.","at the same station pierce joined agar in the guard's van, and there were now three to carry on the robbery.
"
LJ032-0014, The lies told to the police by Oswald.,"(six) the lies told to the police by oswald, (seven)
"
LJ044-0204," prominently reported President Kennedy as having, quote, all but invited the Cuban people today to overthrow Fidel Castro's communist regime.","prominently reported president kennedy as having, quote, all but invited the cuban people today to overthrow fidel castro's communist regime
"
LJ049-0229, while assuming no radical relocation of responsibilities,"while assuming no radical relocation of responsibilities,
"
LJ010-0153, William IV was also the victim of a murderous outrage on Ascot Racecourse in eighteen thirty-two.,"william the fourth was also the victim of a murderous outrage on ascot race-course in eighteen thirty-two,
"
LJ013-0066, By this means her signature was obtained. A forged will was prepared bequeathing the unclaimed stock to Miss Slack.,"by this means her signature was obtained; a forged will was prepared bequeathing the unclaimed stock to miss slack;
"
LJ039-0240," On the basis of the evidence reviewed in this chapter, the Commission has found that Lee Harvey Oswald","on the basis of the evidence reviewed in this chapter, the commission has found that lee harvey oswald (one)
"
LJ030-0171, and the thought immediately crossed his mind that it was an assassination attempt.,"and the thought immediately crossed his mind that it was an assassination attempt.
"
LJ033-0027," May Randall, Frazier's sister, commented to her brother about Oswald's unusual midweek return to Irving.","misess linnie mae randle, frazier's sister, commented to her brother about oswald's unusual midweek return to irving.
"
LJ005-0017, tending to divest punishment of its just and salutary terrors.,"tending to divest punishment of its just and salutary terrors;
"
LJ035-0144, Oswald's departure from building.,"oswald's departure from building.
"
LJ017-0074, whose life he had ensured for £ thirteen thousand pounds.,"whose life he had insured for thirteen thousand pounds.
"
LJ030-0209," He immediately looked to his right, quote, and in so doing, my eyes had to cross the presidential limousine.","he immediately looked to his right, quote, and, in so doing, my eyes had to cross the presidential limousine
"
LJ038-0274, Superintendent of the Illinois Bureau of Criminal Identification and Investigation conducted an independent examination of this bullet.,"superintendent of the illinois bureau of criminal identification and investigation, conducted an independent examination of this bullet
"
LJ030-0067, on his right-set Kellerman.,"on his right sat kellerman.
"
LJ014-0238," In eighteen fifty, occurred the first of a series of gigantic frauds.","in eighteen fifty occurred the first of a series of gigantic frauds,
"
LJ019-0082," In a great number of prisons, no provision was made for the education of prisoners. In some others, there was a sufficient staff of schoolmasters and instructors.","in a great number of prisons no provision was made for the education of prisoners, in some others there was a sufficient staff of schoolmasters and instructors.
"
LJ041-0171," And I remember his voice cracked as he said this. He was definitely disturbed at what I had said, and I didn't really think I had said that much.","and i remember his voice cracked as he said this. he was definitely disturbed at what i had said and i didn't really think i had said that much.
"
LJ025-0160, the weight of the nitrogenous protein compounds.,"the weight of the nitrogenous protein compounds,
"
LJ013-0062, to draw the dividends on more than one sum.,"to draw the dividends on more than one sum.
"
LJ040-0139," While he liked youth house, he missed the freedom of doing what he wanted. He indicated that he did not miss his mother.""","while he liked youth house, he missed the freedom of doing what he wanted. he indicated that he did not miss his mother, end quote.
"
LJ010-0010," Street robberies offered fewer inducements to depreditors, and evil derrors were compelled to adopt other methods of praying upon their fellows.","street robberies offered fewer inducements to depredators, and evil-doers were compelled to adopt other methods of preying upon their fellows.
"
LJ004-0129, Many of the jails were in the most deplorable condition.,"many of the jails were in the most deplorable condition:
"
LJ011-0020, had been sold out under a forged power of attorney.,"had been sold out under a forged power of attorney.
"
LJ038-0077, statements of Oswald during detention.,"statements of oswald during detention.
"
LJ013-0065, and that he gained access to Miss Slack on pretense of conveying to her some funded property left her by an aunt.,"and that he gained access to miss slack on pretense of conveying to her some funded property left her by an aunt.
"
LJ037-0077, Barbara Jeanette Davis and Virginia Davis were in an apartment of a multiple unit house on the southeast corner of Tenth and Patton.,"barbara jeanette davis and virginia davis, were in an apartment of a multiple-unit house on the southeast corner of tenth and patton
"
LJ050-0145, and the Commission recommends that these and the other measures suggested by the Commission be pursued vigorously by Secret Service.,"and the commission recommends that these and the other measures suggested by the commission be pursued vigorously by secret service.
"
LJ008-0102," A little further off, says Mr. Smith, was a laugh of a fellow past three score years in ten.","a little further off, says mister smith, was ""a lath of a fellow past three-score years and ten,
"
LJ006-0081, the wardsman still exacted dues of which more directly.,"the wardsman still exacted dues, of which more directly,
"
LJ040-0037, His wife testified that he compared himself with great readers of history.,"his wife testified that he compared himself with great readers of history.
"
LJ008-0232," The sound as if the ocean had suddenly broken through some ancient boundary, against which its ever restless billows had for ages battered.","a sound as if the ocean had suddenly broken through some ancient boundary, against which its ever restless billows had for ages battered;
"
LJ034-0138," They saw and heard, Brandon, describing what he had seen.","they saw and heard brennan describing what he had seen.
"
LJ017-0094," Strict nea kills by causing titanic fixing of the respiratory muscles.""","strychnia kills by causing tetanic fixing of the respiratory muscles. end quote.
"
LJ034-0205, A Secret Service agent who spoke to Urin's approximately twenty to thirty minutes after the assassination.,"a secret service agent who spoke to euins approximately twenty to thirty minutes after the assassination
"
LJ045-0124, Marina Oswald thought he did so in order to emphasize his importance.,"marina oswald thought he did so in order to emphasize his importance.
"
LJ021-0001," The fireside chats of Franklin Delano Roosevelt by Franklin D. Roosevelt, section six.","the fireside chats of franklin delano roosevelt, by franklin d roosevelt, section six.
"
LJ006-0222, and in live and by flash songs and thrilling long-winded descriptions of robberies and other plants.,"and enlivened by flash songs and thrilling long-winded descriptions of robberies and other ""plants.""
"
LJ015-0164, Red path passed and lifted his hat to his chairman. The latter acknowledged the salute.,"redpath passed and lifted his hat to his chairman; the latter acknowledged the salute.
"
LJ028-0492," and surmounted with towers. And then finally, a sixth wall.","and surmounted with towers, and then finally a sixth wall
"
LJ008-0077, where the apparatus for the punishment she was about to experience.,"where the apparatus for the punishment she was about to experience
"
LJ025-0014, Kuviae devotes a special section to the division of organized beings into animals and vegetables.,"cuvier devotes a special section to the division of organized beings into animals and vegetables,
"
LJ008-0217," A throng of people who neither rain, snow, storm, nor darkness ever hindered from attending the show.","a throng of people whom neither rain, snow, storm, nor darkness ever hindered from attending the show.
"
LJ014-0116," Her arrest was planned, and when the telegram arrived from London, completed.","her arrest was planned, and, when the telegram arrived from london, completed.
"
LJ038-0158, German testified that he ate his lunch on the first floor around five minutes to twelve and that he neither ate lunch with nor saw Oswald.,"jarman testified that he ate his lunch on the first floor around five minutes to twelve, and that he neither ate lunch with nor saw oswald.
"
LJ044-0153," While that first request made according to Marina Oswald at her husband's insistence, specifically stated that Oswald was to remain in the United States.","while that first request, made according to marina oswald at her husband's insistence, specifically stated that oswald was to remain in the united states,
"
LJ026-0089, poor in energy or devoid of it and out of them to manufacture food. i.e. complex compounds rich in available potential energy.,"poor in energy or devoid of it, and out of them to manufacture food -- i.e. complex compounds rich in available potential energy.
"
LJ013-0036, according to their own statements. The loss of the dry ad was only one of six intentional ship wrecks with which they had been concerned.,"according to their own statements the loss of the 'dryad' was only one of six intentional shipwrecks with which they had been concerned.
"
LJ013-0160," who, ongoing down early, was surprised to find the dining room in a state of utter confusion.","who, on going down early, was surprised to find the dining-room in a state of utter confusion;
"
LJ008-0245," Though pulled right and left, or sent headlong into the crowd by the swing of some brutal and muscular arm,","though pulled right and left, or sent headlong into the crowd by the swing of some brutal and muscular arm,
"
LJ026-0027," As in a mountainous country, it is impossible to say where mountain ends and valley begins. As in the development of an animal,","as in a mountainous country, it is impossible to say where mountain ends and valley begins; as in the development of an animal,
"
LJ030-0092," Occupied the right hand side of the front seat, and her took jacks of the Texas State Highway Patrol was the driver.","occupied the right-hand side of the front seat, and hurchel jacks of the texas state highway patrol was the driver.
"
LJ010-0099," The conspirators were in a loft, approached by a ladder and a trap door, access through which could only be obtained one by one.","the conspirators were in a loft, approached by a ladder and a trap-door, access through which could only be obtained one by one.
"
LJ039-0158, were capable of firing the shots which were fired by the assassin on November twenty-two nineteen sixty-three.,"were capable of firing the shots which were fired by the assassin on november twenty-two, nineteen sixty-three.
"
LJ010-0267," His nose was marked with a scar or black patch, and he was altogether of a dirty appearance.","his nose was marked with a scar or black patch, and he was altogether of a dirty appearance.
"
LJ028-0386, But the walls of the old city had not yet served their full purpose.,"but the walls of the old city had not yet served their full purpose.
"
LJ029-0110, the route impressed the agents as a natural and desirable one.,"the route impressed the agents as a natural and desirable one.
"
LJ042-0066, My fondest dreams are shattered because of a petty official. I decide to end it.,"my fondest dreams are shattered because of a petty official. i decide to end it.
"
LJ049-0207, that it was not within the commission's responsibility to make specific recommendations as to the long range organization of the president's protection.,"that it was not within the commission's responsibility to make specific recommendations as to the long-range organization of the president's protection,
"
LJ037-0235," five feet, ten inches, wearing light clothing, a light colored jacket. Walk past her at a fast pace with his hands in his pocket.","five feet, ten inches, wearing light clothing, a light-colored jacket"" walk past her at a fast pace with his hands in his pocket.
"
LJ014-0059," Their victim was a man named Patrick O'Connor, a custom house gager, who had been a suitor of Marie de Rue before she became Mrs. Manning.","their victim was a man named patrick o'connor, a custom-house gauger, who had been a suitor of marie de roux before she became misess manning.
"
LJ006-0090," Within this, the greatest nursery of crime in London should exercise even the communist care for the personal decency or comfort of the prisoners.","within this the greatest nursery of crime in london, should exercise even the commonest care for the personal decency or comfort of the prisoners.
"
LJ014-0108, It was soon ascertained that the wife had gone off in a cab with a quantity of luggage.,"it was soon ascertained that the wife had gone off in a cab with a quantity of luggage.
"
LJ013-0051, was a promissory note for two thousand eight hundred seventy five pounds produced by dr. Bailey and purporting to be signed by smith,"was a promissory note for two thousand eight hundred seventy-five pounds, produced by doctor bailey, and purporting to be signed by smith.
"
LJ031-0141," It was decided that the Vice President should return on the presidential plane, rather than on the Vice Presidential plane, because it had better communication equipment.","it was decided that the vice president should return on the presidential plane rather than on the vice-presidential plane because it had better communication equipment.
"
LJ036-0011, Evidence establishing the ownership of the murder weapon.,"(three) evidence establishing the ownership of the murder weapon,
"
LJ047-0211," would have added up to pointing out a pretty bad individual. And I think that together, had we known that he had a vantage point.","would have added up to pointing out a pretty bad individual, and i think that, together, had we known that he had a vantage point
"
LJ035-0193," Truly, who had returned with patrolman Baker from the roof, saw the police questioning the warehouse employees.","truly, who had returned with patrolman baker from the roof, saw the police questioning the warehouse employees.
"
LJ028-0168, In the other was the sacred precinct of Jupiter Bellis.,"in the other was the sacred precinct of jupiter belus,
"
