uid,whisper_transcripts,gt_transcripts
f9330b5d-3490-41a2-9c95-668446b52bc4, Two legs.," two eight 
"
fe3aad26-2a43-45e0-92d4-7746f651d063, One more.," one more 
"
9759fa9f-b94a-45b9-8bf4-59445f352001, It's already passed.," it's already passed 
"
24c82558-7465-40aa-9158-1ac73d8f92b5, Dodge," oops dodge 
"
7e6769f8-d15c-44ae-ad43-8d989dfd0629," I was like, the extra- that was insane, just remembered it. I wasbackground before. I thought that, I swore that Cou swammbre. What is that? Tower ofaula. And the backstage investigation was just Dja, if you don't like the music, I would love it. I thought that, unfortunately, on Thanksgiving, it just became the party. Well, that's a empty mall. Nothing has happened all year ago. Like it's about only tourists. We had a trust in Straight A-B-X to supplement our marketing like,"," one deck 
"
015d8a3b-2663-41bf-83de-abb0631523d3," Oh. Oh. Oh, oh, oh, god. Oh, dear god."," oh oh oh oh god oh dear god 
"
37377f6e-00fc-4705-9fe7-cbd4bff19d3f, WhichManFryFobius," full bs 
"
934d0029-f16a-4001-9dbc-37924272f3b5, Mmm.," oh 
"
a2f17ad4-5b66-41ea-9302-d8afa3348510, Three sevens.," three sevens 
"
26392b5d-3e99-4a30-a373-c45638550d07, The person.," two 
"
8445a4f3-89f1-43f6-b862-d1e285a62c38, I know.," i know 
"
57397c2f-a7c2-4914-bc64-8da1ed2e7e6a, right now.," right now 
"
e5dfa6a2-05e9-4c16-bc97-8d64377172c8, The whole center.," why the hell would you say that 
"
ecc35f63-9d16-40fe-9c63-90bccc178c32, Hehehe," mm-hmm 
"
5368b506-bdd2-400b-88e9-9030f7ba67bb, You just pretend I choose this one," you just pretend i took this 
"
bbb6f1b9-4abc-435f-a6d7-1cd445a612a5," We're just looking at the tiles, is this fun?"," we'll just look at the tiles it's fine 
"
e8463596-baa4-4cfc-8bc0-3ddf808461d8, haha," i'm older 
"
f87bd5fb-4446-4bfe-9a51-30698ee11f05, one nine," one nine 
"
c6e48314-4cd6-46ab-a312-43ab8b87cbb4," Three fives? Three fives, I go six. Four, six, he is."," three fives three fives i got six two sixes 
"
8c8081af-512f-4099-8d90-8a5730d58eaf, Uh-huh.," uh-oh 
"
4225b8b2-a1d8-4f02-80bc-5bdba2f9e6bc, Game class," one game passing a lot of 
"
296ca6d7-04c9-4ba2-b261-0099cd194bc2, Okay.," huh 
"
8e8a01a0-270a-45c0-af0d-3685779daaf3, expectations versus reality stuff.," expectationsversus reality steph 
"
2e0f60c4-2482-4dd2-88b1-d52024016c0f, Two Tus," two 
"
8bc9456f-4305-4015-bed4-49ca1331035b," I'm trying to get the cards, but I'm not to look at my cards. If someone says something, I'm like, Mmm, I have some of these cards, so you bullshiting right there."," i'm trying to get the cards but i'm also looking at my cards and the sign says something i'm like mm i have some of these cards so you bullshitting right there 
"
b745a327-64c5-466c-a227-634f79f8e9fd, One more.," one more 
"
bf2f92f3-8809-4353-b8cc-ee706fb6e8a3, should we keep that passing mala rule.," should we keep the passing 
"
03e1025c-419e-4df6-b447-d294c1be0f20, a Little...," uh oh 
"
80dcbae4-7ac3-4589-8d0a-ed99ddd8bf7c, the same number.," the same 
"
dcf5bfb3-74de-495f-a112-fbf496005651, It's the best kit thing in health because then it would hold it in more position.," is the biscuit thing up cuz then it might hold it in more position 
"
abe08971-d02c-4ff9-83d8-80ac02bddea2, Also two sevens," i said two sevens 
"
e6cb8905-c819-4f49-a7cf-611e3f566fe0, for being there. The following of throughout your," hmm 
"
205fe876-40c5-47a0-9109-5d947fe2983f," Damn, I'm thinking four. I'll save you. I will. Appreciate it. Appreciate it. Cause, guess what? Um... One five."," damn i'm thinking four i'm stupid oh preciate it appreciate it cuz guess what um one five 
"
606e7733-161e-4661-bfc6-9fbec5b84eee, What? I love it. It's so nice. What? What? What? What? What?," phone 
"
0c56ad6e-49ad-4552-88ae-9deeb8fe0d8d, Like tag tag.," two 
"
a87891e7-b355-4a7e-9308-20b4f99768ab," Ready? One, two, one, two, three. That was a nice catch. So it's like a pizza clap."," ready one two one two three that was a nice catch like a clap 
"
6368c497-b202-4273-82b4-5da4b12074a2, Take the two-jokers off.," take the two jokers out 
"
7fd1bcd6-516c-4152-86c0-1f6408b1018f, At any time in a process the player that puts it on the car will be made this again," at any time in the process the player that puts down the card let me read this again 
"
5896adfa-5af8-4d44-8ab0-2263a1a2d8b1, Watch how many of you body here.," oh it's 
"
9f829963-deb6-4bc6-bfad-b1c44b0ecef2, Two sixes.," two sixes 
"
edf1dc51-79fd-414e-b884-5954cee3a13a," Hey, I'm Suss."," i'm sus 
"
6e7d0226-7b00-4de1-9bb3-f2e832938e1e," Good night, bye."," three 
"
daf4347e-a819-4fee-ae51-d4f1da32dc87, You look like someone else's cyberpunk.," you look like someone who 
"
69353685-7989-49aa-a669-8f785a143e47," You can access the top part with the plugs right here. You don't have to push stuff up against it. You can still access it. You don't need to access the bottom part, do you?"," you can access the top part with the plugs right here you don't have to push stuff up against it you can still access it you don't need to access this bottom part do you 
"
aa406020-634c-4e23-9765-ba89caf78004, No!," no 
"
313e1fc0-87e0-4c36-b410-73a870017eef," Oh, oh, I thought you said four."," oh oh oh i thought you said four 
"
8c37efec-4679-4eb5-8cc3-22f46d83fc55, How many trees? Two.," how many threes 
"
42983c44-5191-423e-b125-07b54b46f1ab, Two sevens.," two sevens 
"
9fb9497a-0c1c-4b57-8415-c622c0680db0, She got a lot of coral.," she she got a lot to call 
"
fad80778-1e4b-4b00-b546-f5c8f00cac73, How many fives are there?," how many fives is that 
"
6444fb9a-542f-42c8-a6d7-7263d9424a73, more time the cooks," you're on the case 
"
bb8892a3-1f80-4bc7-bbfa-ea1d0dcd5d75, Ah shit.," aw shit 
"
dcd3a1bc-beb5-49ac-a2c0-833ff646620f, Thank you very much.," one more 
"
685266c7-b089-4550-9884-4901aea66d02, I'm rightfully called....," rightfully called 
"
58ade241-52c4-488c-a7d6-4b76939b6130, I'm done.," sevens 
"
a05cd53e-0b54-4c55-a89f-f2550ccfe6d5," BS first off, here we go fire"," bs first off you got to go five 
"
52119572-c75d-43bd-a0c5-30e5b0754a3e," No, one side of these. They're basically just acting to hold it in place anyways. It's not really anchored down the vest."," no one side of these they're basically just acting to hold it in place anyways it's not really anchored down the best 
"
dfcf791d-3e83-4fd7-94d8-88ae8efb849e, Just skip your tire. Just skip your tire. Just skip your tire. One more.," just skip your turn just skip your turn just skip your turn one four 
"
4b61d9bd-17f6-4a50-9e4a-4c5d740edcec, You said too fast?," you said two fives 
"
9841292c-7d90-41f3-9890-a2519fd8f634, one thing.," one king 
"
6b0aba99-396c-4f05-8855-94a7ab37de66," One, six!"," one six 
"
8c6849c6-9098-4d0d-83e8-4affb22d6b0f, Bye," pass 
"
95fa903d-9885-460a-94d8-1147851fe7b6, One Jack.," one jack 
"
e2f34d6c-e812-4499-90eb-a7a31b147def," Okay, the right the person"," whose okay the the right the person uh-uh 
"
7df1eb86-32c0-4371-95ee-420895330d14, I'm sorry.," one seven 
"
06c43857-25aa-4c20-88ea-bb75150a2b55," I'm fucking playing fudge, I think."," how do fucking play mahjong 
"
1859f7e8-582b-4031-8047-76c0c277c4f1, I don't have a dildo on my hand.," don't have a dildo in my hand 
"
a99760d2-c745-4e30-ac8b-401a51e5c582, You should have called bullshit. I'm over here trying to put these together. I can't even look at my cards right now," you should have called bullshit i'm over here trying to put these together i cannot look at my cards right now 
"
36b3b3b5-5d74-406b-b9a6-a6cd805c6b62," Y'all burn, y'all burn, I'll say shit."," y'all better not y'all better not say shit 
"
b5498b8b-e80e-4884-8815-f103b1f3935c, It's the left of the deal.," it's the left of the dealer 
"
f7dbc887-ee97-4924-ad31-9dbe9ff7e39a," Oh yeah, let's do it."," oh yeah let's do it 
"
7506fb6d-04c2-4e37-be2f-2544186195aa, I see. Yeah very well. Three eight.," three eights 
"
6cb36f92-af32-479d-9fb5-00c9538d356f, You want $ $," three fifty 
"
e3b82095-4871-4cb7-999f-ee20f0bf964f," If I don't challenge you, then you have to."," if i don't challenge you then you're safe 
"
6bbedd85-2aa6-4aec-80fb-249d98678fd0, What?," what 
"
e6e8540a-c64d-40a8-85f5-39101254f163, I need that.," a asshole 
"
ebaa4954-214c-4e42-a411-04a9bccd2774, I look cute. I look cute.," do i look cute i look cute 
"
542da7d2-fcbc-429c-aba8-a15293a524ce,ible," bullshit just take it just take just take it bullshit 
"
bbf886ad-9c0c-4d4f-bf83-a9aa2bdf6138, Yeah car doesn't it?," hmm hmm 
"
8ab5d4a7-0271-4242-a520-61e86ecb75a7," Mmm, bullshit."," hm bullshit 
"
9261470a-8c14-402c-b6b1-0d10777a9648, Bye bye.," five 
"
2a997169-1766-4ab3-ac3e-3326739c277f," No, it's the person like the recent dealer cuts it"," no it's the person the recent dealer cuts it 
"
f3609b22-9820-4606-a096-0192b5a1e023," Yeah, like like a"," yeah like a like a 
"
695c9046-5f48-435d-8a83-cd304ba46c07," It makes it more suspicious to be asked because we were in a long time without calling BS Until the end and we got messed up at the end, didn't you? It takes more If you don't call me, maybe"," it makes it more suspicious to call bs because we went a long time without calling bs until the end and you got messed up at the end didn't you it takes it takes more if you don't call the we're gonna be like 
"
33d5c936-4928-4c9f-ba5f-bfe71a64bd04," Okay, just play by the eagles. That sounds fun."," that sounds fun 
"
842302f1-b4b2-488a-a565-160e8ee4c40e, It's all code.," it's okay 
"
2ee2a874-7f49-4acc-ace3-668aa8325e94, Not with his glasses.," not with these glasses on 
"
71f01c8a-357c-49a4-8f7d-5e99f8633635, We were," whoever wins the challenge 
"
96a747d9-1f0d-46e3-8b5f-08c126d44875," and, uh, also."," i call bullshit 
"
6138cae6-bd73-4966-ac3f-b0dbbb7e93a3," Call that bossa, I dare you."," call that bullshit i dare you 
"
c11a7236-51d2-4d16-952b-a7e052dcc7f9," I had two something. I had a seven, I just put down the wrong one. So I was like, shit. So when I saw those, I was like, I had a seven? You really should."," i had two sevens i i i had a seven i just put down the wrong one so i was like shit so when i saw those i was like seven 
"
3a7a8fe8-1932-4a31-90b9-63b47e61a047, Just three threes," just three threes 
"
6d043477-381f-4e69-8707-6b6bc68d7d54," It's like, I think it's only on taking pictures of mine. Is it blinking? Yeah. Okay, I'm good."," it's like i think it's in only on taking pictures mode is it blinking okay then i'm good 
"
b35041d1-bc8b-4813-bb3b-27ff476a9a02, too.," two 
"
84d878ba-4962-44ff-a1ea-5ed979ec918e, Perfect.," perfect 
"
edb25765-04c3-4718-b358-c0d2e98ec4b2, That was a three.," that was a three 
"
50f5427a-6ec3-409b-9e04-f28a4aa1b12c, He broke.," who betray 
"
cb28848b-4439-45b4-b8db-e027611267c7, They all keep shoes packed.," take paul keep shoe packed 
"
bb4019e3-58c3-4aab-99a7-7a07eebe9125, Two leads.," two eight 
"
90920344-10c5-4cd2-af54-dacfa452fbb8, You right because I switched the damn car and trying to be slick. Damn!," you right cuz i switched the damn card trying to be slick damn 
"
a4ef3d42-97bd-4f13-b1a4-132cd065368c," You're picking up that file, by the way."," you're picking that pile by the way 
"
a6705dc6-f243-4c65-8276-9411fe21f748, Why are you putting out a Fordy? That doesn't make sense.," why are you putting number four then that doesn't make sense 
"
3ac7d90c-3ef3-4dbe-b818-dd2583a18070," One, two."," one two 
"
7e498b72-a3dd-4e76-a439-c78d0a34cb6c, Three Kings.," three kings 
"
d54b7225-189f-4641-af20-739f469546c5, on the Knife," uh 
"
0dec8567-af34-4a83-845d-20607e5c92d4, too.," two 
"
1fb34b49-fc9e-4308-b62d-9a6a7e3040d3, I'm missing.," i'm missing 
"
1452724c-e0f9-4a1c-9155-f2e08b872a2c, I don't even think you had two servers. Oh shit.," think you had two service awesome 
"
ad4c71a3-af80-4313-b64f-4e8213ac44d9, That's a never-to-go.," that's the name of the game 
"
0bd0399d-2798-447e-827f-a326a9d86d52, I wanna call B.S. so bad over it.," i want to call bs so bad on that 
"
0b36cf61-27c5-4fb7-9723-f60c07b7502c, I finally win!," i finally win 
"
7ae5787b-f40d-4368-ae4a-4038dbb213c2," may be the truth or lie. Then the player to the left places a card on the discard pile that is supposed to be the same rank announced by the first player, but may also be the lie. Then the player on the left does the same, and so on and so on."," may be the truth or a lie then the player to the left places a card on the discard pile that is supposed to be the same rank announced by the first player but may also be the lie then the player on the left does the same and so on and so on and 
"
987afff9-c300-40a0-b598-3424cf58ab4c, WHAT?!," what 
"
84f72c27-9e43-4644-8db4-1be5c37eaa11, You mean what?," that means what 
"
0eee96ab-ea6c-4a94-aa78-d9700256da3e," That's crazy, babe."," that's crazy though 
"
f03b649b-f16d-4d6b-a7ee-4cdd14ecfc4e, Story Fives.," three fives 
"
78f24320-1139-436c-b553-4a2a9e91d14d, Hello.," hold on 
"
f915779a-025a-45c8-b3f7-81949da6d0f3, One more.," one more 
"
b9518d39-eb00-4bad-be70-535ac9fca2f4,," okay 
"
adb17843-bee1-4611-8e92-e7bc41427bca, Two tens?," two tens 
"
e022be22-e65e-4721-913c-c3f16130d434, You can leave.," you can play 
"
01e8e32e-2d5e-4d43-886a-9878de0996e0, Look at that too.," get a two 
"
60cc2ba1-e15d-47f7-8229-8304ecddc987," You said, one k Pledge set."," you said one king i just want to make sure 
"
0908eaab-b263-4847-944d-d51df799b274, because its so scary," bs cos it's kings 
"
9aea79b7-52fa-4586-8309-075e8b76d853, for jacks.," four jacks 
"
6a35f291-87a0-47ed-8596-9cc942b53718," The cl앬� bubble and maybe... What you mean, maybe when you fill the drypot!"," these are the cards i 
"
ab391908-48e2-435d-9cb9-526070ba530e, Thanks for watching!," fuck 
"
ae27cd9c-229a-4cd1-9e94-2b39489bd6dd, Two files.," two heh two fives 
"
38789f2e-665b-4ee7-b834-f43c11baadd3, Two Jacks.," two jacks 
"
4efe49cc-5793-4b8b-9f4d-75c658a2b5a5, It's okay.," i'm open 
"
ddad52ce-e842-46ba-b0a8-bac782479c54, Are you sure?," are you sure 
"
55757310-9e56-426a-a56a-99bf22bcdbfc," I knew it! I was like, NO!"," i knew it i was like no 
"
b3f48076-f0d8-4209-8bc1-9ac3d0d76e60," Listen, it's because he had none!"," look at this cuz he had nine 
"
41e3f5ec-99d0-4e9c-8f9b-08d581ca21b5, I ain't never played no game. Everything.," i ain't played 
"
f0437d17-9987-4d2d-a915-0eff9da3ebb2, Thank you very much.," one more 
"
87594a40-4803-438d-8c59-60e13cf09fc8," You're right because I switched the damn car, child, you see it. Mm-hmm. Damn."," you right cause i switched the damn card trying to be slick 
"
68b97cf5-26d0-41c4-9e3f-0b31ecaf6011, I work fucking nine. Tell us what.," i work fucking nine till eleven 
"
7942f016-c630-4db6-baad-765be9ea91f9," I need luck of the draw. One, two. Hahaha. That shit, I was like..."," luck of the draw one two 
"
37d54d9b-b86e-4287-a533-1191a70b2653, the cartoon price.," cards anyway i need my cards back 
"
c36ef41a-3bcb-4109-b66c-4cf444496638, Nobody put this game better to be my bullshit faces. It's legendary. I sell I'll be selling shit. I'll be selling," ain't nobody game better than me my my bullshit face is legendary i sell i be selling shit i be selling it 
"
aad30003-0f20-42aa-9c35-17ddc956d15c, We have to go.," one 
"
f6bed8cd-5c94-4263-a7a3-b44147b8c42e, Bye enough.," one more 
"
b6dc6b06-0ebd-41d5-8c66-d6c9c81fd1fc, I'm about to go sing once in time!," to go 
"
9705f020-39b6-4b85-afaa-21753aac9271, Six more.," six more 
"
7c7a53a6-48d5-4997-85e2-f3f0f6ad60b9, it's harder than the regular game. And should we keep that passing baller rule?," it's harder than the regular game and should we keep that passing a rule 
"
c6f0bd72-86c9-4471-9e53-55bb45d93ab9, But Foo Chal," two jacks 
"
b5fb64c0-b155-4d62-8dce-8163d8fc833e, I have motor function in scales.," i have motor functioning skills 
"
f40e590d-1417-4392-9bcf-674beef453e0," No! No, she had to put it down. She could put it back up."," no no she already put it down she can't put it back up 
"
ade9bc02-46e2-460e-aed1-4fcf55c004f4, one three," one three 
"
0369a72a-3a22-447e-89a8-da8a882bae9b, I'm barely sick.," bullshit 
"
d2a8c857-505b-4e90-a740-b1775863f91b, I don't like to be the ghost of you!," queen 
"
3bce559d-f64c-4bde-b003-dc028b9bbb62," Oh my god, I'm about to go sing once and die. I like it."," i'm about to go 
"
3756e7c7-778c-4781-99ad-6973a1ef2547," For your third player, I'm just a neutral player, like I just don't know."," well you thought that i man i'm just a neutral player like i just don't know 
"
c10644dc-4433-4cd7-af01-c05f979a3096, Shit.," shit 
"
c1464d66-d186-4092-a435-08eb8efd0dd8," Okay, whatever what?"," okay i'm gonna read this again 
"
3539e825-bdc1-472e-b1bb-8119023decbb, Okay.," okay 
"
169a296d-0615-4fdb-ba26-53dab7d7eaf8, Take it. I'll be passing you a little bit. Passing you a little bit.," passing passing 
"
ab9a7826-dcf8-4bb8-855e-5673cb13d7cd, I hate you.," i hate you 
"
2d476ad3-59fe-4ce3-b39a-37c2d635d7d1, Three Fives.," three fives 
"
01e9f044-936f-4b71-9f00-1713a45207a4, and with us.," that one and five 
"
2ee4f969-5f8a-4549-a34a-1b0ebbd0b855, There!," damn 
"
12e034ea-da3b-4854-b51a-65087ab90cd1," Well, it's not like I've got a tinder with a pucker I like to eat like that."," no it's not i got a candle with a i got lighter with like 
"
36a457d6-3a21-4ebe-823b-cc6ea4e15431, I'm not looking for a girlfriend. I'm not going to two threes. I'm trying to leave it out of my head.," aight man look this is all i got for y'all all i got is two threes take it or leave it alright 
"
9150c26b-e8e1-477f-8dd4-24c755d4a3db, I'll be selling shit. I'll be selling it.," i told you 
"
f6c03406-caa5-4216-91f9-77a2112b4c4a, One more.," one more 
"
783e4715-f374-499f-a9e9-5e732a315a3a, Thank you for this this much!," what am i supposed to do 
"
caefe8cf-5a8b-4225-ab40-97d1e061b982, No one's there on their way.," no what's our only 
"
28c144ec-0196-4eee-8dd4-c56cd27d69dd," You can't look at your car, it's been telling me. You're gonna call Bull's share or not, keep moving."," you can't look at your cards and then tell me either call bullshit or not keep moving 
"
db629c9e-b857-43d1-be7e-a145e44e71ae," Yeah, I know."," yeah i know 
"
7367135b-1051-407a-983d-833af133a6eb, Looking down is very difficult for me. Do we get to keep the deck of cards? Dafu. Because these are brand new.," looking down is very difficult for me do we get to keep the deck of cards cos these are brand new 
"
9bcac8ae-7881-468a-9654-65a8b317f9d2, I want a hinter car bullshit!," i wanted him to call bullshit 
"
34228d91-085d-4d8d-b83d-a70b67aaeb51, Tooottly.," two aces 
"
f53cc355-7eb9-43dd-b343-454839fcb9dd, Boom.," two more 
"
c556d384-68be-4cc5-9608-53fb742e1598, Searching truth.," thirteen credits 
"
d5186a51-dc0d-4e35-a67c-a66793c574b5, three don't," three two 
"
3563f228-6723-43cf-95fa-528039e12b6a, Okay.," two sixes 
"
978a05cb-d950-4b0d-977c-f6bc59c934c1,," ah 
"
76f041ad-554d-4280-8317-fa3a010c4ad2, teaspoons," four queens 
"
0e2b7bb2-6c57-4a71-bdd0-23e3b96f62ce," Oh, man."," oh man 
"
511ebbab-f57b-44b6-8cbc-fc30c7125cf1, How do you want to support our kids?," that's how he's gonna support our kids 
"
71192641-8f8d-433b-83f5-92f969fa9626," I keep on continuing because no one called me out. I was not caught. So, it's left your next car, do you choose Gernard? I'm going to lay around and start the horse. I will get to decide. I think the key is who gets to decide. Because he or she drives the game."," i keep on continuing because no one call me out like i was not caught so you slip in next card to be choose around start i will get to decide i think the key is who gets to decide because he or she drives the game 
"
fe97abdd-8aa0-4fab-8072-ffa9df7cee14, You mean that you speak thank you.," he makes 
"
9e307088-afd3-4888-b3fe-c3d7a4044ab2, I can wait.," i can wait 
"
146e1f58-3e58-4bb6-af0b-6a7e4a291eff," No, not really don't quit care"," no i really don't quite care 
"
5788c210-82e1-4c4f-bae4-e4ebfc098bb1, You," are you are you sure you're supposed to match these 
"
4f02cce7-bda9-418e-a88c-956f464e9ae0, Bible for mission.," bible for mission 
"
261e63fa-86e5-4dad-9a4f-509d82c11cdb, Ooh.," hm 
"
df9c3421-3e36-4c82-b89c-42901c56f880, One check.," one jack 
"
2bf14b91-b7cd-4ccc-b21a-020b2c0aa3c3, Laura Vainate.," the um 
"
daba5219-57d2-40b3-bc1d-9352ccbefe24," Two summons, because I don't want anyone that you are seeing my cards! It was serving."," two sevens cuz i don't want any one of y'all to see my card 
"
2b3251c5-d257-4799-9b99-332469f745d2, Hi.," alright 
"
716c49fc-eb5f-415e-96c8-6014c138ed1d, Four threes. Tod on. Hold on. Let me just do a little math for a quick. I just want to do a little math," four threes hold on hold on let me just do a little math real quick i just i just wanna do a little math 
"
70feffb4-f86c-427c-86bf-b49066f6101f, That's not going to work because we can't get it in then. So we'll have to bolt the inside one like that.," that's not going to work cuz we can't get it in then so we'll have to bolt the inside one like that 
"
c61a07e2-65b0-44c0-b384-f78da59b24c1, Did you bring this with so you could give it to me?," did you bring this with so you could give it to me or 
"
a8a39ee2-c7f7-4cb6-a7dd-4fa47ce19322, You're amazing.," you know what you're amazing 
"
b77fcb12-c71e-433b-804f-61ac830d8cb0," There is no art king, I say, he is a vulge dalta dalta. Because it is easier for you to get rid of many of them at the same time."," huh it is easier for you to get rid of many of them at the same time now 
"
997f767e-b661-48ef-8da8-ae2f626cf890, Are we lautically much on?," are we allowed to play mahjong 
"
cc90f420-811d-4859-8518-13d50ed1f058, Look how you want.," look all you want 
"
7ca34c8a-bf71-4c25-9b08-23b1f9965f57, Maybe.," oh maybe 
"
2e53b6f0-6ecb-47b1-bab0-d4806f2e2c71," Six, six."," six six 
"
bc32ab0c-cd52-4e70-a33d-082afc692372, You go ahead.," you go ahead 
"
b77fff3d-c12d-417a-8003-802287ea4117, This is bullying at this point!," this is bullying at this point 
"
c054f7b4-06ea-4422-911c-43cbe43d9a39, You got fucked over by him.," you got fucked over by him 
"
c4d28b72-8144-48aa-9a8e-c45623bbc5f1," Dear God, I got that on camera."," dear god i got that on camera 
"
f150ec7d-dc56-4b4a-83d0-2c0583404373, Qu," one two 
"
93d3093e-b113-471e-91fe-ad4e00844950, So I came in for a quicker.," so i can't even drink liquor 
"
a5488ddd-79ff-497d-bd20-68ddf251bd98," Hola, we'll see."," go on proceed 
"
9082bee3-5303-455f-9cee-b890b7ee82e4, I'm going to bounce and pick that up!," the fuck 
"
d3b70739-a35d-4e47-9115-d6045045a28f, You can play any number of clubs.," you can play any number of cards 
"
e12f2cc2-bac0-4a6e-8687-d430326dcf3b, We will count.," i will count huh what level 
"
0348d6d4-d9c1-45d7-bf37-13ca1eef6a9d, On three.," three
"
01cfff6e-5faa-41f5-a8e6-681f148f9bb5, Nice play there man.," let's play around 
"
9f2b6454-b368-4acf-811a-e913ee84a328, That's fine.," have fun 
"
b3cf6e9f-e28d-40f4-9fb9-9f5395a3b722, It's okay.," two kings 
"
0b67f942-6ebf-403d-aff0-f4e5d62d3140, all the way down together and it won't be as large.," oh when you nail them together they won't be as hard right 
"
d5684b04-6469-4839-8377-08adb78ddfb3, Two Pereps," two four 
"
d12b2a4a-e51b-42b4-bd90-5edbc9159d30," I had two sevens. I had a seven. I just put down the wrong one. So I was like shit. So when I saw those I was like, I had a seven! You really should."," i had two sevens i had a seven i just put down the wrong one so i was like shit so when i saw it i was like ahhh this's seven 
"
5ed56c20-59b7-4974-a8d1-b24f191b733f, I," ha 
"
9d191f9f-28a7-4949-bb45-96ab632788b3, That's like the research question.," looks like there's three sets 
"
5ae3f116-879f-46a2-9903-e573392f5ce2, What number am I going?," what number am i going 
"
b2092f0c-1a74-4ab7-9622-77ff230dd863, who gets to call the shorts.," hmm 
"
13912c1b-6def-4077-99b5-55016639a40b, more back down there.," more black down there 
"
e6dbf1bf-49f0-472a-82a4-6c8404923f2b, Hmm?," hm 
"
d231de61-e59e-45c7-810a-f02ee22a0235," He has the majority of the back, I'm fockin'"," here's the majority of the deck i'm fucked 
"
49a76e36-8573-45b9-9bf5-d27b8ea26dbb, Nooooooo! Play with me! Nooooooo! Fucking shit!," bullshit 
"
b8ed5cf9-b8ff-4da3-a764-a59020b85277," Oh, they just used the dot standard."," or we could just use the 
"
106ada90-0c0d-4a18-97ce-1a5776c8d785," So, it does not matter now, because the closed act."," though it doesn't matter now card or 
"
2bed387c-b40b-4ac8-b2d9-486688101a84," No, no, no, you go. Two right now."," oh no no no you got it you got it one four 
"
35255f19-59b1-4e05-bbf9-df03457aace8, whatever the fuck you want.," whatever the fuck you want 
"
2ca189d2-4a74-4ba3-95fe-d568a424245e, I ate that one this one last time I was here hungry," i ate that one just when last time i was here hungry 
"
adc8bcdc-0665-48ed-acaf-39abcc2a83ac, Please call bullshit.," please call bullshit 
"
8a2289e7-a5d3-48ca-93cc-257a52d92710, Bullshit.," bullshit 
"
8d439097-a995-411f-a5c7-2d062118e01a, Anytime.," any any anytime 
"
d161ab14-8281-42ee-a007-a0c83e687759, No more.," two more 
"
11a9294f-9164-474c-979d-a3dee1ae4b5f," Either call bullshit or not, keep moving."," either call bullshit or not keep moving 
"
ffe84bbb-6b8d-4426-8c37-e1854ba302fe, Do they really take back the cards? That's so sad.," do you really takes back the cards that's so sad 
"
295308b8-8731-48a5-a616-56bf976e4440, Another one?," another one 
"
b1199d35-b4e8-4f94-b2cb-ce6ef8bde4a5," Now because you challenge, it is your chance. He was important at the time, who gets to call the shots."," now because you challenged it is your chance important who gets to call the shots 
"
2cdf69e2-ccb0-4684-8d38-b7cfd588f6ea," So, she got you."," damn she got you 
"
a1504c6b-2048-4ecd-8fad-e992a133d708, That one I guess? I don't know.," that one i guess i don't know 
"
f8c98d79-aea6-43b2-a997-4e91b4c6a3ee, Take all these floors.," take two of these fours 
"
fdbfd72e-4d1b-471b-aa58-ef8b823e22df, through.," three 
"
d4c645fe-5b24-4fee-9210-841b2866d432, See if you're cheating or not.," see if you're cheating or not 
"
126de035-afa7-4e7b-9ba8-45c0949d0fcb, I gotta pace myself. To do!," mhm two twos 
"
55b6a285-d35e-45b1-9f18-fb8004de7f20, You were dropping weight.," ooh you are dropping quick 
"
95042ffa-a893-4965-9be7-b9ff1b942110, Thank you so much for rocking the Fox.," oh single it's okay 
"
9867054d-2255-4fb4-bddf-5f6df27ca176, oil," for the win 
"
5161221b-7dd2-4eea-b01e-4e6560665c7d, Hey look.," hey look 
"
f40f6f9d-0b78-4bef-9f6a-3de4a1b0e971, Where are the old way?," here the old way 
"
2a22526a-75ff-407f-853e-27b5037a8069, Give me one second. I'll pick up those aces. I want those aces anyways. I didn't have any. Thank you," well give me one second i'll pick up those aces i want those aces anyways i didn't have any thank you 
"
57e472bd-a72e-4f99-b4f8-66aa21e1bd04, You really should call it bullshit. I was too tired of just sorting on my own car.," you really shoulda called bullshit i was too tired of just sorting all my own cards to say anything 
"
2ffb4a1c-0c2c-4333-8b13-43c20f6dca4d, Satya Al You can see," i cha i'd oh okay i challenged you 
"
cb3579b0-bafb-4f07-aa61-17b83bb7a29c," You said four-fours, and I'll set up and pick it up. Pick it up."," you said four fours now shut up and pick that up pick it up 
"
89214cd9-4ca5-4d83-b0be-b71ca4c9f815, But let's go with this and maybe next round.," but let's go let's go with this and maybe next 
"
0a22eaad-4d72-4fcc-af37-28bf8f13e997," Yes, all the sevens."," yes i'll do sevens 
"
8bf71b5b-9837-4b80-84cf-e746f2f87825, Are you mad?," are you mad 
"
4217c55f-2e87-4f00-8547-50da5a8f922a, Wont Nora," one four 
"
c48d2c26-00de-4c80-9adc-8eb3cd621d39," Oh, I'm welcome."," one more 
"
c7f3d0fb-c357-4201-8f11-158b755020a4," I know, I said I have four four fours, three sixes and one seven, you have to hold the day."," i know i said i have i had four four fours three sixes and one seven you had to hold the deck 
"
4a8139d7-8ca3-4b91-ae1f-dd21baffefb4, Hanuman Dying date," i'm sorry i'm so sorry 
"
f304b383-32f9-4acd-9bc7-2820a2a7fcc5," Yeah, they are all one time."," yeah they are all on one set 
"
