uid,whisper_transcripts,gt_transcripts
3852_175448_000015_000001," He holds that life has been intermittently distributed southward along these continental masses, when there were no breaks in their southward connection and intermittently exchanged between them when they were connected in the north. And he also upholds the view that from a common ancestral form, the same species has been often developed in entirely disconnected localities. When in these localities the conditions of environment were the same.","he holds that life has been intermittently distributed southward along these continental masses when there were no breaks in their southward connection, and intermittently exchanged between them when they were connected in the north; and he also upholds the view that from a common ancestral form the same species has been often developed in entirely disconnected localities when in these localities the conditions of environment were the same.
"
6098_57837_000008_000000," Word was sent of their predicament to the nearest fort, and lieutenant Pershing was sent with a small detachment to their rescue.","word was sent of their predicament to the nearest fort, and lieutenant pershing was sent with a small detachment to their rescue.
"
8118_114476_000012_000000," Why don't we hurry?"" he exclaimed.","""why don't we hurry!"" he exclaimed.
"
3914_10089_000035_000000, It's something new.,"""it's something new?""
"
6317_54487_000026_000006," A progressive tax was levied upon inheritances, and excess profits tax was laid upon all corporations and partnerships, rising in amount to sixty percent of the net income in excess of thirty-three percent on the invested capital.","a progressive tax was levied upon inheritances. an excess profits tax was laid upon all corporations and partnerships, rising in amount to sixty per cent of the net income in excess of thirty three per cent on the invested capital.
"
2294_161707_000020_000000," gone sir, clean gone.","""gone, sir-clean gone!
"
2709_158074_000014_000000, Our aim in this campaign was primarily to call to the attention of the public the bad suffrage record of the Democratic Party. The effect of our campaign was soon evident in Congress.,"our aim in this campaign was primarily to call to the attention of the public the bad suffrage record of the democratic party. the effect of our campaign was soon evident in congress.
"
3551_7894_000039_000000, I knew it.,"""i knew it.""
"
28_12332_000039_000000, The cantankerous old lady flared up.,"the cantankerous old lady flared up.
"
6426_64290_000064_000001, She made consequently what preparation she could against surprise.,"she made, consequently, what preparation she could against surprise.
"
2577_157236_000114_000001, then Charles has not forgotten after all.,"'then charles has not forgotten, after all.'
"
249_121331_000032_000001," I'm in a muddle about a lot of things. I've just discovered that I have a mind, and I'm starting to read.","i'm in a muddle about a lot of things-i've just discovered that i've a mind, and i'm starting to read.""
"
4290_7622_000006_000005," As for the Negro, well, I can only say that it was solely due to the self-restraint which you impressed on me, that I did not wipe him out as he stood, without warning, without fair play, without a single one of the graces of life and death.","as for the negro-well, i can only say that it was solely due to the self restraint which you impressed on me that i did not wipe him out as he stood-without warning, without fair play-without a single one of the graces of life and death.
"
7967_117095_000053_000001, death.,"death.
"
1472_285314_000015_000002," In fact, I'm pretty well cleaned out of all surplus stock.","in fact, i'm pretty well cleaned out of all surplus stock.
"
4535_279856_000059_000006, We'll race! Anything that... wears four legs!,"we'll race-anything that-wears four legs.
"
7240_108066_000036_000000," He has always been there,"" the people said, and crossed themselves hurriedly.","""he has always been there,"" the people said, and crossed themselves hurriedly.
"
7484_39971_000002_000019," There is no before or after to such experience, no retrospect, nor outlook, and consequently no meaning.","there is no before or after to such experience; no retrospect nor outlook, and consequently no meaning.
"
4586_96498_000026_000000, Fort Boude.,"fort bowed.
"
3922_715_000111_000000," I know, though you're a brute, you're generous. Grashenko articulated with difficulty.","""i know, though you're a brute, you're generous,"" grushenka articulated with difficulty.
"
7981_112058_000021_000002, They were to accept neither free quarters nor gifts of any kind.,"they were to accept neither free quarters nor gifts of any kind.
"
2592_5341_000024_000000, Did you buy that fine piano which has arrived? Angrally asked Miss Carlyle.,"""did you buy that fine piano which has arrived?"" angrily asked miss carlyle.
"
8848_293963_000063_000001," Well, the public learned everything and were sorry for Bernard.","""well, the public learned everything and were sorry for bernard.
"
3448_5417_000055_000000, The girl only answered by a flashing glance of contempt.,"the girl only answered by a flashing glance of contempt.
"
2769_176256_000024_000001, We followed.,"we followed.
"
5012_80192_000014_000007," the words strange, singular, and other similar expressions excited my curiosity.","the words ""strange!"" ""singular!"" and other similar expressions, excited my curiosity.
"
2388_153731_000003_000000, The story of the first scientific observation of the corona and the prominences is thrillingly interesting and in fact dramatic.,"the story of the first scientific observation of the corona and the prominences is thrillingly interesting, and in fact dramatic.
"
209_157830_000012_000003," And with regard to Anne's dislike of bath, she considered it as a prejudice and mistake-arizing, first from the circumstance of her having been three years at school there after her mother's death, and secondly, from her happening to be not in perfectly good spirits, the only winter which she had afterward spent there with herself.","and with regard to anne's dislike of bath, she considered it as a prejudice and mistake arising, first, from the circumstance of her having been three years at school there, after her mother's death; and secondly, from her happening to be not in perfectly good spirits the only winter which she had afterwards spent there with herself.
"
1463_134465_000068_000000," You a queer taste in souvenir, as I said.","'you've a queer taste in souvenirs,' i said.
"
2654_158744_000018_000007," A governess, if she were given to falling in love, could hardly perform her duties in life.","a governess, if she were given to falling in love, could hardly perform her duties in life.
"
3922_723_000035_000000," He was always expecting to get some from his father, said Grishenko in conclusion.","""he was always expecting to get some from his father,"" said grushenka in conclusion.
"
476_134312_000067_000001," They discovered your escape,"" he said. Get in.","they discovered your escape,"" he said. ""get in.""
"
5876_8675_000042_000001, I thought you were a hundred miles away.,"i thought you were a hundred miles away.
"
7481_101276_000062_000003," to learn to rub up coconuts and to polish glass floors, and to be taught cooking by guinea pigs.","to learn to rub up cocoa nuts, and to polish glass floors, and to be taught cooking by guinea pigs!
"
4243_14929_000014_000004," eyes, a dark brown or hazel color, small, piercing very bright and rather sunken. Ears, very small, prick or half-prick, the former is preferable but never dropped.","eyes-a dark brown or hazel colour; small, piercing, very bright and rather sunken. ears-very small, prick or half prick (the former is preferable), but never drop.
"
6339_65534_000026_000000," Yes, but listen to me, dear.","""yes, but listen to me, dear.
"
119_129514_000029_000002, President attempted to speak but could not.,"the president attempted to speak, but could not.
"
3584_178748_000042_000000," Now, without being the least of a coward, Capitola thought of the loneliness of the woods, the lateness of the hour, her own helplessness, and, black Donald.","now, without being the least of a coward, capitola thought of the loneliness of the woods, the lateness of the hour, her own helplessness, and-black donald!
"
5190_87766_000023_000009, Why is it so hard? And do we have to stand its hardness?,"why is it so hard, and do we have to stand its hardness?
"
7478_98644_000005_000001," Like all things else in Japan, shopping takes plenty of time.","like all things else in japan, shopping takes plenty of time.
"
7117_86732_000004_000002," He has lost four or five vessels and suffered by three or four bankruptcies. But it is not for me, although I am a creditor myself to the amount of ten thousand francs, to give any information as to the state of his finances.","he has lost four or five vessels, and suffered by three or four bankruptcies; but it is not for me, although i am a creditor myself to the amount of ten thousand francs, to give any information as to the state of his finances.
"
7828_105171_000061_000002," Instead, he resorted to methods of agility and cunning. Four quick as are the great cats, even quicker, is Tarzan of the Apes.","instead he resorted to methods of agility and cunning, for quick as are the great cats, even quicker is tarzan of the apes.
"
4595_45217_000051_000000, I joined the others in the library.,"i joined the others in the library.
"
4856_20410_000036_000002," I grasped his hand and shook it gently, on which he opened his eyes and looked at me sleepily.","i grasped his hand and shook it gently, on which he opened his eyes and looked at me sleepily.
"
1349_135892_000011_000000," But the usurper's cruelty did not stop here. He ordered me to be shut up in a machine and commanded the executioner to carry me into the country, to cut off my head. And leave me. To be devoured by birds of prey.","but the usurper's cruelty did not stop here; he ordered me to be shut up in a machine, and commanded the executioner to carry me into the country, to cut off my head, and leave me to be devoured by birds of prey.
"
64_76973_000086_000001," Tad with a grin stepped off a few paces, taking with him however the coil of rope. One end of which was still fastened around the beast's neck.","tad, with a grin, stepped off a few paces, taking with him, however, the coil of rope, one end of which was still fastened around the beast's neck.
"
3551_7884_000013_000000, The archbishop was consulted.,"the archbishop was consulted.
"
2785_163322_000056_000001, why sometimes I've believed as many as six impossible things before breakfast.,"why, sometimes i've believed as many as six impossible things before breakfast.
"
2045_158081_000033_000000," Under this published interpretation of his pardon, the women at Acoquan accepted the pardon and returned to Washington.","under this published interpretation of his pardon the women at occoquan accepted the pardon and returned to washington.
"
176_122025_000075_000000," Next moment, hardly knowing how it came about, he found he had hold of the handle and was turning it.","next moment, hardly knowing how it came about, he found he had hold of the handle and was turning it.
"
176_123270_000010_000005," There's nothing more treacherous than this attraction down deep, fces.","there is nothing more treacherous than this attraction down deep abysses.
"
3703_71550_000009_000003, I don't know what they do to me exactly.,"i don't know what they do to me exactly.
"
6643_67851_000001_000000, a Twilight Tea Party.,"a twilight tea party
"
4108_2772_000057_000007, She felt that she must have further assistance.,"she felt that she must have further assistance.
"
6492_68353_000004_000001, It is either universal peace or universal doom.,"it is either universal peace or universal doom.
"
6553_86683_000005_000000," Yes, I'm doing a little.","""yes, i am doing a little.
"
7245_104890_000098_000000, Going.,"going.
"
5655_46268_000086_000000," Not what we give, but what we share, for the gift without the giver is bare.","""'not what we give, but what we share, for the gift without the giver is bare.'
"
4438_48513_000002_000004, He could concentrate entirely on Lucy.,"he could concentrate entirely on lucy.
"
3638_758_000062_000008, But why am I talking about those two?,"but why am i talking about those two?
"
3119_163527_000061_000000," Do you think I'll do any such thing, said the lad?","'do you think i'll do any such thing?' said the lad.
"
5400_3587_000016_000000," It won't take me but a minute, Mamsi. Jasper's gone and Thomas too, so I've got to go, she added, as she saw her mother hesitate.","""twon't take me but a minute, mamsie; jasper's gone, and thomas, too, so i've got to go,"" she added, as she saw her mother hesitate.
"
899_126233_000017_000001," And so at the last moment, I came.","and so-at the last moment-i came.""
"
5660_101883_000006_000000," It is not so dreadful at all, Margaret had assured them.","""it is not so dreadful at all,"" margaret had assured them.
"
4592_22179_000009_000000, A few days previously Pierre had decided to go to Petersburg on the Friday.,"a few days previously pierre had decided to go to petersburg on the friday.
"
4856_20410_000005_000000," No,"" I said, replying to the last question. I can think of no way in which he could have effectually hidden a store of morphing.","""no,"" i said, replying to the last question; ""i can think of no way in which he could have effectually hidden a store of morphine.
"
5604_26982_000005_000000, Whiteedo was safe.,"why tito was safe.
"
2004_147173_000029_000003, He's sure to be back.,"he's sure to be back.""
"
1638_84448_000046_000001, made a dash and did it.,"but he made a dash, and did it:
"
4243_187023_000002_000000, Chris and Amos lay belly down in a low clump of pine scrub at the top of a precipitous rocky pinnacle.,"chris and amos lay belly down in a low clump of pine scrub at the top of a precipitous rocky pinnacle.
"
3615_14674_000026_000000, Peel small tender turnips. Heat one tablespoon full of butter in a saucepan.,"peel small tender turnips; heat one tablespoonful of butter in a saucepan.
"
5984_56840_000019_000001," Oh, may she be aware of his art, and not trust him too far, as I have done.","oh may she beware of his art, and not trust him too far as i have done.""
"
3615_14674_000014_000002," Sprinkle with pulverized sugar and cinnamon, and serve hot with coffee.","sprinkle with pulverized sugar and cinnamon and serve hot with coffee.
"
3289_171108_000008_000000, Six.,"six.
"
3370_724_000033_000000," Goodbye, Demetri Fyodorovich! Goodbye!"" He heard all at once the voice of Kalganov, who had suddenly darted out.","""good by, dmitri fyodorovitch, good by!"" he heard all at once the voice of kalganov, who had suddenly darted out.
"
7481_101276_000163_000000," They got through the journey without accident, and the wizard soon released his daughter, and loaded Jem with thanks and valuable presence. He lost no time in hastening back to his native town, and his parents were very ready to recognize the handsome, well-made young man as their long-lost son.","they got through the journey without accident, and the wizard soon released his daughter, and loaded jem with thanks and valuable presents. he lost no time in hastening back to his native town, and his parents were very ready to recognise the handsome, well made young man as their long lost son.
"
3615_14672_000028_000000, Fourteen Italian sugar cakes,"fourteen.--italian sugar cakes.
"
369_125883_000031_000000," to look for a house or a hut, where they will be kind enough to give us a bite of bread and a bit of straw to sleep on.","""to look for a house or a hut, where they will be kind enough to give us a bite of bread and a bit of straw to sleep on.""
"
1678_142279_000058_000001, I have really had too much to think about to settle this.,"i have really had too much to think about to settle this.
"
1061_152224_000020_000014, But folks here about Stone like him.,"but folks hereabouts don't like him.
"
1638_84448_000006_000002, There's the window where I saw the wandering spirits.,"there's the window where i saw the wandering spirits!
"
475_124999_000006_000001, the family ate porridge and believed in everything. Even the weather forecast.,"the family ate porridge, and believed in everything, even the weather forecast.
"
6395_86708_000043_000000," No no said Fernand, restraining him. Stay.","""no, no,"" said fernand, restraining him, ""stay!
"
1513_140222_000171_000000, ION. Far the best Socrates.,"ion: far the best, socrates.
"
7982_110054_000012_000000, Situation in the world determines among ladies those differences which though otherwise well marked are becoming less so every day.,"situation in the world determines among ladies, those differences, which though otherwise well marked, are becoming less so every day.
"
6269_66184_000016_000003, I was to go to Boston with the captain to meet her and bring her home.,"i was to go to boston with the captain to meet her and bring her home.
"
1382_130548_000047_000000, and indescribable frankness and simplicity of character.,"an indescribable frankness and simplicity of character
"
8266_279363_000053_000000," He had concluded that the longest way around was the shortest way through, and he directed his steps toward the river.","he had concluded that ""the longest way around was the shortest way through,"" and he directed his steps toward the river.
"
3549_173591_000012_000004," The sick commandant, imprisoned in the ship with one attendant, at first refused. But receiving a message from the mutineers, that, if he did not comply, they would come on board and cut his throat. He at length yielded.","the sick commandant, imprisoned in the ship with one attendant, at first refused; but receiving a message from the mutineers, that, if he did not comply, they would come on board and cut his throat, he at length yielded.
"
5401_39508_000023_000001, Why do metamorphic rocks appear on the surface today?,"why do metamorphic rocks appear on the surface to day?
"
5054_1187_000100_000001," But, I cannot flash fire from my eyes unless I am very angry.","""but i cannot flash fire from my eyes unless i am very angry.""
"
1025_92820_000004_000007," and above the trees shown the great, round, shining face of an illuminated clock in the tower of an antique public building.","and above the trees shone the great, round, shining face of an illuminated clock in the tower of an antique public building.
"
207_131203_000011_000000," His mother, however, was a little shy of the company for him, and besides, she could not always spare him.","his mother, however, was a little shy of the company for him, and besides she could not always spare him.
"
242_126842_000083_000000," The story girl leaned that brown head of hers against the fur trunk behind her, and looked up at the apple-green sky through the dark bows above us.","the story girl leaned that brown head of hers against the fir trunk behind her, and looked up at the apple green sky through the dark boughs above us.
"
79_121541_000109_000000," Down at the bottom were the sinners naked, this side the middle came they facing us. Beyond it, with us, but with greater steps.","down at the bottom were the sinners naked; this side the middle came they facing us, beyond it, with us, but with greater steps;
"
1769_143485_000017_000006," Beings perfectly abstract are perceivable in the same manner, or only conceivable by the assistance of speech.","beings perfectly abstract are perceivable in the same manner, or are only conceivable by the assistance of speech.
"
781_126737_000107_000001, Do come along.,"""do come along.
"
4148_183988_000075_000001," It's come over me again as we talk that, at heart, I've always known I could.","it's come over me again as we talked that, at heart, i've always known i could...""
"
5984_63095_000050_000002," He'd like it, I'm sure,"" insisted the boy feverishly.","he'd like it, i'm sure,"" insisted the boy feverishly.
"
549_126410_000010_000000," He does grow, Sidanthea.","'he does grow,' said anthea.
"
6701_71402_000053_000002, As soon as she was sworn in she burst into tears.,"as soon as she was sworn in she burst into tears.
"
7314_93277_000022_000003," The affair was designed to further interest in the sport, and also to demonstrate what progress had been made in the art of conquering the air.","the affair was designed to further interest in the sport, and also to demonstrate what progress had been made in the art of conquering the air.
"
5655_46268_000010_000001, The fire was curling around the front door and bursting through the windows with fierce cracklings.,"the fire was curling around the front door and bursting through the windows with fierce cracklings.
"
337_126286_000012_000001," And when the king asked him,","and when the king asked him.
"
242_122627_000040_000001, and were to scream.,"""and what a scream!
"
2971_4275_000049_000009, He knew that even his animal life could only be saved by a considerable readiness to lose it.,"he knew that even his animal life could only be saved by a considerable readiness to lose it.
"
8410_278217_000037_000001, I have made arrangements to assure our being undisturbed so long as you may remain here.,"""i have made arrangements to assure our being undisturbed so long as you may remain here.
"
6233_36633_000065_000001," The Nautilus sank a few meters beneath the waves, and the panels open.","the nautilus sank a few meters beneath the waves, and the panels opened.
"
454_134728_000067_000000, Red jacket from aloft.,"red jacket (from aloft)
"
459_123443_000034_000000," In my youth,"" said his father, I took to the law and argued each case with my wife. And the muscular strength which it gave to my jaw has lasted the rest of my life.","'in my youth,' said his father, 'i took to the law, and argued each case with my wife; and the muscular strength, which it gave to my jaw, has lasted the rest of my life.'
"
7949_39970_000027_000011," Identification of will or effort, with mere strain. Results when a mind is set up and endowed with powers that are only to be applied to existing material.","identification of will, or effort, with mere strain, results when a mind is set up, endowed with powers that are only to be applied to existing material.
"
5656_44576_000015_000000, The power of variety lies in its pleasure-giving quality.,"the power of variety lies in its pleasure giving quality.
"
216_122451_000010_000000, Porto's knocked with his hand.,"porthos knocked with his hand.
"
28_12332_000102_000001," What, you are then Lady Georgina Fola?"" He cried, striking an attitude.","'what! you are then lady georgina fawley!' he cried, striking an attitude.
"
6189_64708_000006_000002," The pleasant trickling of a brook over the pebbles was heard by the children as they reached it, and the boy was just stooping to drink when the sister heard in the babbling of the brook.","the pleasant trickling of a brook over the pebbles was heard by the children as they reached it, and the boy was just stooping to drink, when the sister heard in the babbling of the brook:
"
3521_12715_000029_000000," Boil Mealy Potatoes very soft, peel and mash them.","boil mealy potatoes very soft, peel and mash them.
"
8118_114476_000015_000001," There is a church too on the upper part of the peninsula, a little church belonging to an order called the Dunkards.","there is a church, too, on the upper part of the peninsula, a little church belonging to an order called the dunkards.""
"
4363_11049_000038_000000," It was as necessary to him as to her, to have a respite before the graver discussion began.","it was as necessary to him as to her to have a respite before the graver discussion began.
"
54_121079_000084_000000, I should not see him.,"""i should not see him.""
"
7959_109176_000046_000000," He is now lying outstretched in mid-dayed rousiness, enjoying the great peace that rests on the lake.","he is now lying outstretched in midday drowsiness, enjoying the great peace that rests on the lake.
"
8791_291101_000080_000001," Except for Waldron, he could have scooped it all in. But now, four hundred was all he dared touch, and perhaps not that.","except for waldron he could have scooped it all in; but now four hundred was all he dared touch,--and perhaps not that.
"
1054_143005_000016_000007, Towards the close of his life the old man was credited with powers of touch that seemed almost uncanny. It has been said that he could tell at once the color of a ribbon placed between his fingers.,"towards the close of his life the old man was credited with powers of touch that seemed almost uncanny: it has been said that he could tell at once the color of a ribbon placed between his fingers.
"
329_861_000025_000000," anchoring in the river of the river. He disembarked his troops and leaving a guard to protect the vessels marched to the interior plundering and burning, and from time to time dispatching his booty to swell the immense mass which he had brought in his ships from the sack of Garan.","anchoring in the river leita, he disembarked his troops, and leaving a guard to protect the vessels marched to the interior, plundering and burning, and from time to time despatching his booty to swell the immense mass which he had brought in his ships from the sack of guerande.
"
3615_14677_000014_000000," Beat three eggs with a pinch of salt, add one pint of milk, and two-thirds of a cup of flour.","beat three eggs with a pinch of salt; add one pint of milk and two thirds of a cup of flour.
"
2194_141235_000008_000007," They couldn't do it mechanically, but by the time the last machine collapsed, enough people were adjusted to the environment to keep the race going.","they couldn't do it mechanically, but by the time the last machine collapsed, enough people were adjusted to the environment to keep the race going.
"
1731_142320_000106_000001, But how was he to know that?,"but how was he to know that?'
"
112_121671_000018_000000," Then she put three new cots in the new part for the babies to sleep in, and when they arrived they were just as cozy and comfortable as peas in a pod.","then she put three new cots in the new part for the babies to sleep in, and when they arrived they were just as cozy and comfortable as peas in a pod.
"
4434_73957_000016_000000, All things are strong feeders.,"all paeonies are strong feeders.
"
7383_95441_000091_000000, Have him up and see.,"""have him up and see....""
"
8401_280380_000082_000001, There were to be seen great scoundrels who had startled the world with their frightful crimes.,"there were to be seen great scoundrels who had startled the world with their frightful crimes.
"
1382_130492_000027_000000, She curled her lip with defiant scorn.,"she curled her lip with defiant scorn
"
7959_109185_000034_000001," but he makes tremendous exertions, whipping his tail in under the peat-bank, while with his hind pause he seeks for support in clefths and cracks.","but he makes tremendous exertions, whipping his tail in under the peat bank, while with his hind paws he seeks for support in clefts and cracks.
"
6341_64956_000027_000000," Oh, yes, I know your dress is not cheap. I didn't mean that at all. It is quite expensive enough. And some of your white dresses are beautifully worked, but I would like a little more ornament.","""oh, yes; i know your dress is not cheap; i didn't mean that at all: it is quite expensive enough, and some of your white dresses are beautifully worked; but i would like a little more ornament.
"
4586_61758_000016_000007, What can they be?,"what kin they be?
"
6120_14976_000015_000006," It isn't as if we couldn't go when we like, you know.","it isn't as if we couldn't go when we like, you know.""
"
3230_137483_000090_000000," Ah sir!"" she answered, in the situation in which I am placed, I must think of defending myself against my own self, much more than against you.","""ah, sir!"" she answered, ""in the situation in which i am placed, i must think of defending myself against my own self much more than against you.""
"
8152_258974_000020_000000, One.,"one.
"
6544_71420_000058_000001, I cannot bear it. I have gone through so much already.,"i-i cannot bear it, i have gone through so much already!""
"
8190_284433_000032_000000," During his absence, the prisoners had been talking together very earnestly.","during his absence the prisoners had been talking together very earnestly.
"
7538_100045_000038_000001, Tom flashed through the air so quickly that his speed was almost incredible.,"tom flashed through the air so quickly that his speed was almost incredible.
"
5622_19214_000040_000012, It is more Kukkittush.,"it is more coquettish.
"
8506_287659_000015_000002," The widow heard John's plausible story and saw nothing amiss in it, so she consented that he should work on a schooner.","the widow heard john's plausible story, and saw nothing amiss in it, so she consented that he should work on a schooner.
"
2769_176263_000013_000003," The parties what's in my, is most respectable, most, and they couldn't abide the notion of there being police about the place.","the parties what's in my 'ouse is most respectable,--most! and they couldn't abide the notion of there being police about the place.'
"
5400_3587_000151_000000," Oh yes, I'm here, Crudpolly. Springing up to them. Oh, Ben.","""oh, yes, i'm here,"" cried polly, springing up to them; ""oh, ben!""
"
6341_64956_000048_000000," What papa?"" she asked, blushing again, for his tone was reproving.","""what, papa?"" she asked, blushing again, for his tone was reproving.
"
3082_165428_000011_000000," Reed with the scang and a brigantine of sixty tons, steered his corpse for the Persian Gulf, where they met Agraeb, a one-maced vessel, of about two hundred tons, which was made a prize.","read, with this gang, and a brigantine of sixty tons, steered his course for the persian gulf, where they met a grab, (a one masted vessel) of about two hundred tons, which was made a prize.
"
2494_156017_000010_000002," His purposes are seasonably planted, and they bloom and bring forth fruit which does not fall prematurely to the ground.","his purposes are seasonably planted, and they bloom and bring forth fruit, which does not fall prematurely to the ground.
"
2368_157057_000048_000000," Thanks, my gallant friends replied the doctor with much real feeling. I expected such devotion as this, but I needed these encouraging words.","""thanks, my gallant friends!"" replied the doctor, with much real feeling, ""i expected such devotion as this; but i needed these encouraging words.
"
6378_61781_000017_000000, Zeeb Stump did not seem to think so.,"zeb stump did not seem to think so.
"
7117_86710_000064_000001, I love to see you thus.,"""i love to see you thus.
"
1079_128636_000011_000003," Put in a buttered baking pan, pour in one cup full of vinegar and bake until done, basting with butter and hot water.","put in a buttered baking pan, pour in one cupful of vinegar, and bake until done, basting with butter and hot water.
"
1641_130505_000031_000000," like the quivering, imageable landscape in a flowing stream.","like the quivering image of a landscape in a flowing stream
"
1445_139404_000007_000004," I thought, and thought, and studied, and studied. But I arrived at nothing.","i thought and thought and studied and studied; but i arrived at nothing.
"
1509_143477_000042_000000," Oh, the mother is just as bad.","""oh, the mother is just as bad!
"
30_4445_000017_000000," Poor Miss Taylor, I wish she were here again.","""poor miss taylor!--i wish she were here again.
"
5092_28462_000045_000006," For example, the first dwelling we visited was about forty feet square, with walls built of planks two feet wide and six inches thick.","for example, the first dwelling we visited was about forty feet square, with walls built of planks two feet wide and six inches thick.
"
454_134728_000065_000000, death of General Grant.,"death of general grant
"
5868_54659_000012_000008," In his happiest moments, in the gayest society, I have only seen him smile.","in his happiest moments, in the gayest society, i have only seen him smile.
"
